codgeo,x,y,libgeo
18162,674045.409,6689506.019,Neuilly-en-Sancerre
18163,676436.326,6686732.599,Neuvy-Deux-Clochers
18164,701506.429,6639929.733,Neuvy-le-Barrois
18165,644979.361,6691560.953,Neuvy-sur-Barangeon
18166,668211.211,6665627.146,Nohant-en-Goût
18167,617553.63,6670936.473,Nohant-en-Graçay
18168,674751.862,6696044.123,Le Noyer
18169,655745.488,6626315.334,Nozières
18170,663257.582,6705990.761,Oizon
18171,655163.601,6623468.364,Orcenais
18172,659279.056,6624776.084,Orval
18173,673941.527,6648759.098,Osmery
18174,662478.573,6662666.436,Osmoy
18175,684111.989,6646794.91,Ourouer-les-Bourdelins
18176,665072.286,6682526.707,Parassy
18177,666156.488,6639107.835,Parnay
18178,667433.859,6614853.43,La Perche
18179,657858.89,6673832.663,Pigny
18180,657164.146,6656494.864,Plaimpied-Givaudins
18181,635328.371,6659371.923,Plou
18182,630854.184,6659472.843,Poisieux
18183,672356.821,6633388.267,Le Pondy
18184,694565.079,6665680.805,Précy
18185,648911.625,6698750.831,Presly
18186,636539.79,6666392.656,Preuilly
18187,642698.989,6595094.625,Préveranges
18188,640029.343,6645456.236,Primelles
18189,658044.047,6680690.139,Quantilly
18190,636022.205,6670340.624,Quincy
18191,676404.431,6652418.117,Raymond
18192,649655.071,6610117.602,Reigny
18193,636923.595,6619493.896,Rezay
18194,671137.118,6676111.785,Rians
18195,687037.168,6640056.785,Sagonne
18196,686387.347,6628481.168,Saint-Aignan-des-Noyers
18197,663364.519,6625246.721,Saint-Amand-Montrond
18198,633304.316,6648779.649,Saint-Ambroix
18199,639349.87,6639255.719,Saint-Baudel
18200,691844.848,6685611.024,Saint-Bouize
18201,646732.414,6652600.998,Saint-Caprais
18202,672419.68,6679891.67,Saint-Céols
18203,653226.762,6609410.005,Saint-Christophe-le-Chaudry
18204,663422.192,6648230.707,Saint-Denis-de-Palin
18205,651232.905,6668074.19,Saint-Doulchard
18206,649299.787,6674615.521,Saint-Éloy-de-Gy
18207,643282.433,6654811.13,Saint-Florent-sur-Cher
18208,686448.174,6699990.08,Sainte-Gemme-en-Sancerrois
18209,660294.118,6620419.222,Saint-Georges-de-Poisieux
18210,620525.234,6680503.089,Saint-Georges-sur-la-Prée
18211,656117.131,6676349.608,Saint-Georges-sur-Moulon
18212,658255.731,6643339.864,Saint-Germain-des-Bois
18213,660484.055,6667619.785,Saint-Germain-du-Puy
18214,624556.655,6678334.208,Saint-Hilaire-de-Court
18215,692590.591,6658121.149,Saint-Hilaire-de-Gondilly
18216,633646.3,6626776.146,Saint-Hilaire-en-Lignières
18217,641960.653,6610988.021,Saint-Jeanvrin
18218,662149.244,6654330.259,Saint-Just
18219,638211.581,6682739.784,Saint-Laurent
18220,699938.935,6668297.999,Saint-Léger-le-Petit
18221,652897.546,6636366.345,Saint-Loup-des-Chaumes
18223,653142.048,6679145.01,Saint-Martin-d'Auxigny
18224,695064.612,6674773.113,Saint-Martin-des-Champs
18225,645434.151,6607900.53,Saint-Maur
18226,660677.75,6671518.625,Saint-Michel-de-Volangis
18227,648950.824,6711470.927,Sainte-Montaine
18228,609926.717,6671740.128,Saint-Outrille
18229,655452.638,6683332.15,Saint-Palais
18230,645256.112,6619328.923,Saint-Pierre-les-Bois
18231,668966.827,6626159.941,Saint-Pierre-les-Étieux
18232,637392.316,6594627.631,Saint-Priest-la-Marche
18233,688975.695,6694033.782,Saint-Satur
18234,641800.726,6600992.321,Saint-Saturnin
18235,665947.625,6671434.407,Sainte-Solange
18236,647019.659,6634447.811,Saint-Symphorien
18237,639830.186,6664472.771,Sainte-Thorette
18238,663950.326,6604452.551,Saint-Vitte
18240,692429.931,6673541.361,Sancergues
18241,686513.91,6691713.618,Sancerre
18242,693442.786,6636052.955,Sancoins
18243,681877.073,6711393.02,Santranges
18244,632677.952,6652363.18,Saugy
18245,661144.376,6611422.724,Saulzais-le-Potier
18246,684765.576,6704895.259,Savigny-en-Sancerre
18247,667193.624,6660652.654,Savigny-en-Septaine
18248,657454.407,6650408.698,Senneçay
18249,676441.007,6692699.849,Sens-Beaujeu
18250,652815.213,6642638.854,Serruelles
18251,686660.534,6670886.011,Sévry
18252,647485.113,6601487.278,Sidiailles
18253,663298.176,6675648.95,Soulangis
18254,661051.562,6659084.268,Soye-en-Septaine
18255,647586.659,6657810.662,Le Subdray
18256,681350.035,6699556.114,Subligny
18257,688330.326,6709201.939,Sury-près-Léré
18258,685145.745,6696866.457,Sury-en-Vaux
18259,678233.603,6706704.291,Sury-ès-Bois
18260,686338.928,6653300.646,Tendron
18261,674836.264,6635766.235,Thaumiers
18262,690380.409,6688939.469,Thauvenay
18263,619750.544,6685140.001,Thénioux
18264,675244.962,6702465.508,Thou
18265,698749.116,6656593.645,Torteron
18266,639671.849,6624238.42,Touchay
18267,651856.915,6657903.202,Trouy
18268,658550.534,6636106.417,Uzay-le-Venon
18269,673750.903,6706243.605,Vailly-sur-Sauldre
18270,652578.889,6630485.847,Vallenay
18271,653532.821,6673565.307,Vasselay
18272,681509.237,6685066.098,Veaugues
18273,645251.981,6638846.284,Venesmes
18274,685742.674,6694256.305,Verdigny
18275,690614.942,6641557.654,Vereaux
18276,677720.17,6629687.004,Vernais
18277,669569.903,6635709.305,Verneuil
18278,657033.287,6606097.487,Vesdun
18279,630319.032,6682261.457,Vierzon
18280,659800.666,6676076.574,Vignoux-sous-les-Aix
18281,637958.773,6678959.497,Vignoux-sur-Barangeon
18282,675626.25,6666943.545,Villabon
18283,638772.832,6635931.109,Villecelin
18284,669749.939,6701977.161,Villegenon
18285,640980.456,6658869.327,Villeneuve-sur-Cher
18286,684209.048,6664234.977,Villequiers
18287,687337.858,6686890.441,Vinon
18288,659963.937,6648913.569,Vorly
18289,669118.861,6651835.447,Vornay
18290,640736.36,6686028.34,Vouzeron
19001,603818.055,6490569.712,Affieux
19002,652639.301,6501742.208,Aix
19003,596091.459,6450656.491,Albignac
19004,606800.112,6449770.312,Albussac
19005,579962.249,6462997.29,Allassac
19006,639055.554,6496339.344,Alleyrat
19007,610849.612,6431906.122,Altillac
19008,628610.088,6492978.853,Ambrugeat
19009,606239.623,6468542.622,Les Angles-sur-Corrèze
19010,616631.303,6446570.979,Argentat-sur-Dordogne
19011,571809.365,6480307.091,Arnac-Pompadour
19012,607733.052,6428741.951,Astaillac
19013,596796.798,6454942.373,Aubazines
19014,632437.925,6455976.514,Auriac
19015,568544.408,6463004.094,Ayen
19016,607217.855,6472186.045,Bar
19017,610950.604,6436832.719,Bassignac-le-Bas
19018,626740.992,6456017.869,Bassignac-le-Haut
19019,608003.429,6434119.027,Beaulieu-sur-Dordogne
19020,605502.214,6481215.177,Beaumont
19021,639389.808,6505802.633,Bellechassagne
19022,580456.076,6492708.032,Benayes
19023,600108.44,6448795.981,Beynat
19024,576271.349,6475554.825,Beyssac
19025,567192.371,6479535.852,Beyssenac
19026,603568.057,6427737.837,Bilhac
19027,620904.623,6492368.29,Bonnefond
19028,660235.279,6477211.287,Bort-les-Orgues
19029,598228.243,6435160.341,Branceilles
19030,569141.579,6454415.551,Brignac-la-Plaine
19031,583595.792,6450434.904,Brive-la-Gaillarde
19033,616620.615,6499510.696,Bugeat
19034,620766.593,6433076.495,Camps-Saint-Mathurin-Léobazel
19035,570134.691,6469632.344,Chabrignac
19036,600194.852,6501130.781,Chamberet
19037,599095.334,6481662.613,Chamboulive
19038,598512.784,6461780.591,Chameyrat
19039,621476.163,6467904.143,Champagnac-la-Noaille
19040,616600.914,6454995.482,Champagnac-la-Prune
19041,607239.165,6464091.141,Chanac-les-Mines
19042,592111.218,6469092.629,Chanteix
19043,592058.279,6450328.117,La Chapelle-aux-Brocs
19044,599060.519,6432399.751,La Chapelle-aux-Saints
19045,617203.373,6439404.448,La Chapelle-Saint-Géraud
19046,625720.88,6473691.057,Chapelle-Spinasse
19047,576744.575,6441136.457,Chartrier-Ferrière
19048,600494.42,6453616.841,Le Chastang
19049,579391.513,6443803.773,Chasteaux
19050,595344.556,6436457.582,Chauffour-sur-Vell
19051,612487.958,6484570.852,Chaumeil
19052,629757.765,6502636.965,Chavanac
19053,641665.985,6496431.214,Chaveroche
19054,607480.211,6440770.679,Chenailler-Mascheix
19055,645886.768,6483915.87,Chirac-Bellevue
19056,618185.381,6464618.232,Clergoux
19057,594092.001,6441744.01,Collonges-la-Rouge
19058,634756.83,6485851.383,Combressol
19059,569833.798,6474785.578,Concèze
19060,590553.913,6487970.093,Condat-sur-Ganaveix
19061,597741.466,6457951.717,Cornil
19062,611575.75,6474621.44,Corrèze
19063,588773.756,6448934.435,Cosnac
19064,648882.125,6508190.137,Couffy-sur-Sarsonne
19065,648832.592,6505371.274,Courteix
19066,566921.112,6452202.87,Cublac
19067,601910.474,6434573.036,Curemonte
19068,593003.53,6452608.162,Dampniat
19069,627858.29,6453233.346,Darazac
19070,630677.586,6480869.748,Darnets
19071,627858.954,6488403.738,Davignac
19072,584391.341,6460202.308,Donzenac
19073,624658.05,6480659.117,Égletons
19074,606294.349,6507188.03,L'Église-aux-Bois
19075,613652.056,6460788.624,Espagnac
19076,590112.319,6478760.57,Espartignac
19077,578606.804,6438040.967,Estivals
19078,582043.999,6469932.288,Estivaux
19079,594181.518,6486450.277,Eyburie
19080,655083.292,6508775.239,Eygurande
19081,617250.299,6470314.483,Eyrein
19082,595756.325,6463594.787,Favars
19083,659371.947,6509655.197,Feyt
19084,610800.38,6451728.545,Forgès
19085,609330.257,6467899.495,Gimel-les-Cascades
19086,628602.291,6435968.647,Goulles
19087,614142.656,6494782.118,Gourdon-Murat
19088,616407.112,6488188.059,Grandsaigne
19089,621744.039,6457786.639,Gros-Chastang
19090,618536.351,6458353.543,Gumond
19091,620763.372,6444123.134,Hautefage
19092,625539.623,6469529.431,Le Jardin
19093,586231.796,6444304.455,Jugeals-Nazareth
19094,566221.543,6470669.589,Juillac
19095,609063.27,6505491.159,Lacelle
19096,607799.619,6459650.745,Ladignac-sur-Rondelles
19097,627651.569,6466313.342,Lafage-sur-Sombre
19098,607744.794,6455001.621,Lagarde-Marc-la-Tour
19099,597374.515,6443625.479,Lagleygeolle
19100,592273.846,6473837.104,Lagraulière
19101,605956.442,6461374.798,Laguenne-sur-Avalouze
19102,635162.746,6475166.342,Lamazière-Basse
19103,652178.115,6508607.192,Lamazière-Haute
19104,589217.201,6494451.397,Lamongerie
19105,593060.808,6447427.671,Lanteuil
19106,634108.1,6466794.913,Lapleau
19107,575766.696,6447304.937,Larche
19108,661046.263,6512002.507,Laroche-près-Feyt
19109,572514.432,6472592.652,Lascaux
19110,640376.422,6467884.231,Latronche
19111,632736.625,6461989.734,Laval-sur-Luzège
19112,611333.623,6494296.027,Lestards
19113,647119.622,6478642.778,Liginiac
19114,645544.466,6501744.541,Lignareix
19115,591219.108,6439883.217,Ligneyrac
19116,605967.276,6427131.443,Liourdres
19117,578905.343,6446850.817,Lissac-sur-Couze
19118,600812.493,6486417.175,Le Lonzac
19119,603576.659,6441764.106,Lostanges
19120,564229.65,6458928.922,Louignac
19121,574962.832,6485141.45,Lubersac
19122,605929.62,6486018.704,Madranges
19123,589208.423,6454318.529,Malemort
19124,572898.5,6452463.592,Mansac
19125,624230.941,6461986.681,Marcillac-la-Croisille
19126,600576.748,6437909.138,Marcillac-la-Croze
19128,654350.014,6484195.594,Margerides
19129,584534.615,6494699.115,Masseret
19130,631784.046,6486068.553,Maussac
19131,593592.78,6495084.169,Meilhards
19132,605129.088,6445850.201,Ménoire
19133,617540.57,6435270.624,Mercœur
19134,657805.275,6503066.096,Merlines
19135,646667.34,6488444.086,Mestes
19136,632936.964,6495326.031,Meymac
19137,610799.18,6478813.479,Meyrignac-l'Église
19138,596397.564,6439884.89,Meyssac
19139,629074.115,6505595.229,Millevaches
19140,612583.43,6442047.559,Monceaux-sur-Dordogne
19141,660260.318,6505811.482,Monestier-Merlines
19142,660125.782,6488742.156,Monestier-Port-Dieu
19143,622827.149,6472420.448,Montaignac-Saint-Hippolyte
19144,576723.809,6491203.925,Montgibaud
19145,629633.346,6475962.285,Moustier-Ventadour
19146,602109.688,6469178.29,Naves
19147,582126.035,6440840.735,Nespouls
19148,641985.479,6474964.301,Neuvic
19149,609157.454,6446251.585,Neuville
19150,591210.216,6443598.3,Noailhac
19151,583487.371,6445478.745,Noailles
19152,606218.927,6436405.52,Nonards
19153,575538.812,6463950.351,Objat
19154,579498.118,6472400.685,Orgnac-sur-Vézère
19155,606497.168,6475745.688,Orliac-de-Bar
19156,597679.014,6452556.425,Palazinges
19157,637987.937,6481925.439,Palisse
19158,610456.806,6458618.675,Pandrignes
19159,623924.437,6486364.544,Péret-Bel-Air
19160,622314.178,6497830.084,Pérols-sur-Vézère
19161,568722.636,6458534.48,Perpezac-le-Blanc
19162,586667.739,6471908.215,Perpezac-le-Noir
19163,602461.167,6443375.992,Le Pescher
19164,625106.742,6512766.798,Peyrelevade
19165,598082.097,6490451.52,Peyrissac
19166,594488.438,6481855.704,Pierrefitte
19167,660881.105,6493023.903,Confolent-Port-Dieu
19168,614792.861,6490769.831,Pradines
19169,603255.264,6436951.455,Puy-d'Arnac
19170,602909.773,6430277.514,Queyssac-les-Vignes
19171,613650.285,6436261.477,Reygade
19172,597772.781,6492767.971,Rilhac-Treignac
19173,636376.309,6452754.084,Rilhac-Xaintrie
19174,618552.405,6456006.918,La Roche-Canillac
19175,651471.799,6481140.3,Roche-le-Peyroux
19176,622611.775,6477064.604,Rosiers-d'Égletons
19177,567355.245,6466749.886,Rosiers-de-Juillac
19178,586301.633,6464930.756,Sadroc
19179,593032.473,6438835.642,Saillac
19180,640007.122,6488613.065,Saint-Angel
19181,608763.058,6482197.14,Saint-Augustin
19182,573513.033,6460976.652,Saint-Aulaire
19184,599551.525,6440246.026,Saint-Bazile-de-Meyssac
19186,614846.681,6451548.331,Saint-Bonnet-Elvert
19187,571454.585,6467380.834,Saint-Bonnet-la-Rivière
19188,584536.909,6467788.43,Saint-Bonnet-l'Enfantier
19189,625453.398,6440020.851,Saint-Bonnet-les-Tours-de-Merle
19190,655224.864,6489890.255,Saint-Bonnet-près-Bort
19191,575144.495,6444937.309,Saint-Cernin-de-Larche
19192,613449.789,6448111.393,Saint-Chamant
19193,629183.795,6443765.394,Saint-Cirgues-la-Loutre
19194,597168.137,6471035.397,Saint-Clément
19195,570960.755,6462688.667,Saint-Cyprien
19196,573242.049,6465617.487,Saint-Cyr-la-Roche
19198,565412.743,6485403.248,Saint-Éloy-les-Tuileries
19199,657036.688,6496475.284,Saint-Étienne-aux-Clos
19200,649091.971,6483712.037,Saint-Étienne-la-Geneste
19201,650794.741,6490432.421,Saint-Exupéry-les-Roches
19202,589266.879,6459627.523,Sainte-Féréole
19203,602926.357,6457163.371,Sainte-Fortunade
19204,651499.577,6495396.011,Saint-Fréjoux
19205,625989.825,6442985.862,Saint-Geniez-ô-Merle
19206,638675.955,6501219.213,Saint-Germain-Lavolps
19207,591838.955,6464059.928,Saint-Germain-les-Vergnes
19208,630676.252,6469728.435,Saint-Hilaire-Foissac
19209,608129.073,6500547.068,Saint-Hilaire-les-Courbes
19210,637990.601,6472142.353,Saint-Hilaire-Luc
19211,593387.175,6457919.756,Saint-Hilaire-Peyroux
19212,608158.33,6443272.786,Saint-Hilaire-Taurieux
19213,594323.986,6477985.018,Saint-Jal
19214,632793.062,6447545.954,Saint-Julien-aux-Bois
19215,626291.317,6434155.728,Saint-Julien-le-Pèlerin
19216,568726.506,6485675.813,Saint-Julien-le-Vendômois
19217,598335.315,6438101.849,Saint-Julien-Maumont
19219,648784.845,6481760.547,Sainte-Marie-Lapanouze
19220,612672.35,6464301.998,Saint-Martial-de-Gimel
19221,618934.648,6448085.791,Saint-Martial-Entraygues
19222,621053.14,6452972.714,Saint-Martin-la-Méanne
19223,581283.097,6483808.091,Saint-Martin-Sepert
19225,629114.538,6461397.251,Saint-Merd-de-Lapleau
19226,624586.01,6503046.315,Saint-Merd-les-Oussines
19227,596219.175,6466489.067,Saint-Mexant
19228,637458.017,6469277.312,Saint-Pantaléon-de-Lapleau
19229,576769.431,6450960.157,Saint-Pantaléon-de-Larche
19230,579232.836,6483819.649,Saint-Pardoux-Corbier
19231,619130.28,6461632.559,Saint-Pardoux-la-Croisille
19232,647902.307,6501671.532,Saint-Pardoux-le-Neuf
19233,643157.054,6500560.096,Saint-Pardoux-le-Vieux
19234,588847.194,6467791.736,Saint-Pardoux-l'Ortigier
19235,613503.232,6456995.17,Saint-Paul
19236,613343.964,6468299.765,Saint-Priest-de-Gimel
19237,627421.154,6449020.498,Saint-Privat
19238,643412.981,6506317.852,Saint-Rémy
19239,566257.822,6462987.935,Saint-Robert
19240,603500.774,6477591.44,Saint-Salvadour
19241,631344.699,6511172.462,Saint-Setiers
19242,574852.927,6468645.001,Saint-Solve
19243,572524.904,6476262.275,Saint-Sornin-Lavolps
19244,633046.746,6501893.097,Saint-Sulpice-les-Bois
19245,612635.799,6454111.994,Saint-Sylvain
19246,579444.897,6457986.091,Saint-Viance
19247,652040.406,6485273.757,Saint-Victour
19248,584195.75,6484412.821,Saint-Ybard
19249,619488.758,6484510.923,Saint-Yrieix-le-Déjalat
19250,585431.032,6490298.736,Salon-la-Tour
19251,616397.183,6479729.879,Sarran
19252,656974.224,6481487.389,Sarroux - Saint Julien
19253,563788.972,6465627.693,Segonzac
19254,567377.683,6482406.707,Ségur-le-Château
19255,600044.843,6474951.035,Seilhac
19256,647109.381,6472594.303,Sérandon
19257,600394.405,6445102.948,Sérilhac
19258,623165.699,6449460.688,Servières-le-Château
19259,622657.969,6439161.337,Sexcles
19260,605419.846,6431686.422,Sioniac
19261,636192.373,6508071.797,Sornac
19262,600651.996,6494761.522,Soudaine-Lavinadière
19263,626773.103,6483296.244,Soudeilles
19264,637578.741,6462755.997,Soursac
19265,618724.425,6508728.618,Tarnac
19266,657742.745,6489788.385,Thalamy
19268,616687.321,6505648.679,Toy-Viam
19269,606452.333,6495484.676,Treignac
19270,578580.438,6478704.106,Troche
19271,604267.716,6439659.539,Tudeils
19272,603033.614,6464546.071,Tulle
19273,587565.529,6441276.565,Turenne
19274,583133.96,6455630.309,Ussac
19275,645754.901,6494749.745,Ussel
19276,587810.896,6481548.222,Uzerche
19277,643901.589,6486359.297,Valiergues
19278,577027.541,6455638.671,Varetz
19279,572279.837,6463652.19,Vars-sur-Roseix
19280,601517.5,6432166.835,Végennes
19281,609271.297,6489832.804,Veix
19283,652824.371,6487926.404,Veyrières
19284,613220.855,6502643.468,Viam
19285,584107.502,6476548.309,Vigeois
19286,574748.546,6471159.176,Vignols
19287,616401.647,6475350.97,Vitrac-sur-Montane
19288,577766.405,6467149.062,Voutezac
19289,573094.842,6457411.973,Yssandon
21001,850472.969,6671305.905,Agencourt
21002,833214.398,6688945.362,Agey
21003,852479.5,6698680.939,Ahuy
21004,831406.537,6731589.324,Aignay-le-Duc
21005,864282.748,6677031.072,Aiserey
21006,818302.361,6739778.164,Aisey-sur-Seine
21007,796416.296,6700012.09,Aisy-sous-Thil
21008,811968.359,6716100.939,Alise-Sainte-Reine
21009,807580.908,6677659.329,Allerey
21010,841296.626,6664710.011,Aloxe-Corton
21011,822174.405,6727777.272,Ampilly-les-Bordes
21012,812502.524,6746589.813,Ampilly-le-Sec
21013,837589.078,6694164.528,Ancey
21014,832434.164,6676633.423,Antheuil
21015,818289.205,6667971.13,Antigny-la-Ville
21016,865716.212,6699594.036,Arceau
21017,839343.669,6672727.189,Arcenant
21018,837939.992,6687570.893,Arcey
21020,810599.707,6680546.769,Arconcey
21021,866165.048,6695454.849,Arc-sur-Tille
21022,853646.93,6665110.341,Argilly
21023,812151.699,6670790.138,Arnay-le-Duc
21024,813000.361,6705211.497,Arnay-sous-Vitteaux
21025,799614.895,6733073.577,Arrans
21026,796882.199,6735552.729,Asnières-en-Montagne
21027,854278.234,6700470.198,Asnières-lès-Dijon
21028,878683.313,6683216.294,Athée
21029,794673.275,6718768.562,Athie
21030,831390.402,6671447.148,Aubaine
21031,864062.483,6672013.213,Aubigny-en-Plaine
21032,821335.322,6655429.964,Aubigny-la-Ronce
21033,824060.696,6690183.166,Aubigny-lès-Sombernon
21034,820996.113,6767143.536,Autricourt
21035,860013.424,6664228.38,Auvillars-sur-Saône
21036,822824.849,6671271.897,Auxant
21037,831613.593,6655307.533,Auxey-Duresses
21038,882806.123,6679274.418,Auxonne
21039,852587.781,6722737.817,Avelanges
21040,823242.348,6697788.301,Avosnes
21041,850739.454,6725976.447,Avot
21042,857360.749,6663172.07,Bagnot
21043,824086.088,6723562.301,Baigneux-les-Juifs
21044,807982.037,6747586.45,Balot
21045,831621.775,6685009.059,Barbirey-sur-Ouche
21046,798618.098,6672576.982,Bard-le-Régulier
21047,792137.753,6714928.784,Bard-lès-Époisses
21048,855910.01,6680789.491,Barges
21049,847393.073,6725746.203,Barjon
21050,827747.593,6655762.202,Baubigny
21051,835380.727,6695698.738,Baulme-la-Roche
21052,829939.577,6737550.697,Beaulieu
21053,876838.105,6709508.225,Beaumont-sur-Vingeanne
21054,839546.826,6659978.504,Beaune
21055,828777.233,6732626.624,Beaunotte
21056,866880.367,6704269.422,Beire-le-Châtel
21057,871036.253,6684411.242,Beire-le-Fort
21058,822281.728,6762519.304,Belan-sur-Ource
21059,855676.504,6699747.95,Bellefond
21060,871645.255,6697748.054,Belleneuve
21061,823423.041,6734025.954,Bellenod-sur-Seine
21062,816888.845,6688557.578,Bellenot-sous-Pouilly
21063,845157.724,6734349.233,Beneuvre
21064,804840.873,6720545.056,Benoisey
21065,832192.173,6666751.492,Bessey-en-Chaume
21066,821758.322,6668252.032,Bessey-la-Cour
21067,862721.127,6673923.353,Bessey-lès-Cîteaux
21068,808195.92,6682241.861,Beurey-Bauguay
21069,812943.739,6696094.618,Beurizot
21070,839327.13,6677366.608,Bévy
21071,871663.965,6709805.955,Bèze
21072,876117.694,6700687.109,Bézouotte
21074,883313.178,6674166.121,Billey
21075,830450.308,6718357.227,Billy-lès-Chanceaux
21076,871307.661,6694127.435,Binges
21077,827496.582,6758206.263,Bissey-la-Côte
21078,806653.477,6750109.961,Bissey-la-Pierre
21079,877499.369,6706954.01,Blagny-sur-Vingeanne
21080,830938.836,6697971.178,Blaisy-Bas
21081,833378.779,6697162.376,Blaisy-Haut
21082,810300.667,6690084.588,Blancey
21083,793605.718,6676078.14,Blanot
21084,827752.942,6711190.504,Source-Seine
21085,831135.416,6706744.053,Bligny-le-Sec
21086,839078.905,6655115.445,Bligny-lès-Beaune
21087,827671.867,6669694.786,Bligny-sur-Ouche
21088,851405.247,6672764.384,Boncourt-le-Bois
21089,862480.26,6667328.371,Bonnencontre
21090,836776.29,6760405.668,Boudreville
21091,827019.691,6679218.822,Bouhey
21092,834186.25,6672096.869,Bouilland
21093,809743.739,6756468.734,Bouix
21094,872507.418,6714565.021,Bourberain
21095,871207.738,6657265.655,Bousselange
21096,865610.271,6727393.002,Boussenois
21097,816311.36,6696775.51,Boussey
21098,823815.587,6709408.354,Boux-sous-Salmaise
21099,834494.875,6663077.464,Bouze-lès-Beaune
21100,813442.863,6708033.097,Brain
21101,806973.787,6702063.16,Braux
21102,796757.798,6675483.533,Brazey-en-Morvan
21103,867639.305,6673208.997,Brazey-en-Plaine
21104,820630.605,6737778.659,Brémur-et-Vaurois
21105,864988.44,6692066.738,Bressey-sur-Tille
21106,859135.152,6683890.747,Bretenière
21107,858376.369,6701377.865,Bretigny
21108,803684.406,6702205.828,Brianny
21109,824708.837,6757462.291,Brion-sur-Ource
21110,847920.486,6683924.418,Brochon
21111,863488.02,6703407.917,Brognon
21112,859601.674,6667283.038,Broin
21113,854446.863,6679292.369,Broindon
21114,795676.197,6729194.736,Buffon
21115,817997.229,6747539.001,Buncey
21116,843248.222,6738659.683,Bure-les-Templiers
21117,823839.216,6738874.764,Busseaut
21118,848586.934,6731014.402,Busserotte-et-Montenaille
21119,847183.67,6730695.106,Bussières
21120,828554.258,6682101.042,La Bussière-sur-Ouche
21121,829324.755,6696551.713,Bussy-la-Pesle
21122,814498.299,6720650.605,Bussy-le-Grand
21123,846396.065,6747066.261,Buxerolles
21124,801141.318,6678344.987,Censerey
21125,811351.834,6751670.866,Cérilly
21126,868491.405,6689294.964,Cessey-sur-Tille
21127,855053.162,6710502.241,Chaignay
21128,811731.742,6686932.453,Chailly-sur-Armançon
21129,843596.09,6745611.903,Chambain
21130,871635.6,6689366.978,Chambeire
21131,864670.814,6660245.814,Chamblanc
21132,843904.765,6682530.881,Chambœuf
21133,847305.162,6678078.239,Chambolle-Musigny
21134,815453.78,6743644.446,Chamesson
21135,881371.484,6707235.708,Champagne-sur-Vingeanne
21136,833102.626,6708282.903,Champagny
21137,801329.49,6717975.021,Champ-d'Oiseau
21138,874154.619,6678296.634,Champdôtre
21139,787388.082,6686528.744,Champeau-en-Morvan
21140,818963.572,6662373.374,Champignolles
21141,826773.346,6701307.07,Champrenault
21142,830939.746,6715328.156,Chanceaux
21143,798741.441,6755336.293,Channay
21144,825962.583,6703485.789,Charencey
21145,807034.236,6704620.199,Charigny
21146,877349.385,6699476.399,Charmes
21147,807722.781,6693339.538,Charny
21148,863352.383,6668768.723,Charrey-sur-Saône
21149,814985.805,6762499.442,Charrey-sur-Seine
21150,831449.75,6649498.903,Chassagne-Montrachet
21151,808676.093,6709158.473,Chassey
21152,824930.305,6681160.303,Châteauneuf
21153,812545.763,6683058.446,Châtellenot
21154,819058.372,6752092.865,Châtillon-sur-Seine
21155,824542.637,6674771.829,Chaudenay-la-Ville
21156,824398.395,6676795.376,Chaudenay-le-Château
21157,846123.485,6740145.655,Chaugey
21158,877430.675,6722631.964,Chaume-et-Courchamp
21159,836272.199,6754992.231,La Chaume
21160,818206.047,6726993.055,Chaume-lès-Baigneux
21161,818980.687,6760468.037,Chaumont-le-Bois
21162,844591.835,6671448.32,Chaux
21163,871871.472,6719993.869,Chazeuil
21164,819872.894,6677069.796,Chazilly
21165,816244.421,6738119.446,Chemin-d'Aisey
21166,851526.652,6689973.196,Chenôve
21167,879544.089,6701549.614,Cheuge
21168,824748.085,6700245.075,Chevannay
21169,838891.47,6674806.587,Chevannes
21170,850690.489,6653968.438,Chevigny-en-Valière
21171,861451.464,6691024.002,Chevigny-Saint-Sauveur
21172,859032.125,6654059.816,Chivres
21173,841861.31,6662713.608,Chorey-les-Beaune
21175,874496.993,6691673.75,Cirey-lès-Pontailler
21176,821351.456,6688934.584,Civry-en-Montagne
21177,807320.591,6699520.02,Clamerey
21178,841186.051,6684458.573,Valforêt
21179,859439.49,6703645.074,Clénay
21180,888957.241,6691332.024,Cléry
21181,812514.565,6677944.638,Clomot
21182,839174.775,6676201.164,Collonges-lès-Bévy
21184,826843.814,6675590.341,Colombier
21185,844684.044,6656332.378,Combertault
21186,845526.441,6668659.944,Comblanchien
21187,825006.617,6684477.847,Commarin
21189,852668.355,6658614.151,Corberon
21190,836630.305,6651050.154,Corcelles-les-Arts
21191,857768.263,6676460.55,Corcelles-lès-Cîteaux
21192,846776.678,6691025.285,Corcelles-les-Monts
21193,852891.47,6656154.455,Corgengoux
21194,846788.041,6666382.495,Corgoloin
21195,825157.192,6654363.154,Cormot-Vauchignon
21196,833942.968,6648960.34,Corpeau
21197,821027.89,6717740.144,Corpoyer-la-Chapelle
21198,790533.165,6713752.806,Corrombles
21199,790418.073,6716969.646,Corsaint
21200,848382.85,6686447.957,Couchey
21201,812025.287,6740516.526,Coulmier-le-Sec
21202,829903.444,6758732.486,Courban
21203,789443.625,6705801.137,Courcelles-Frémoy
21204,804606.666,6722219.993,Courcelles-lès-Montbard
21205,797408.283,6706187.619,Courcelles-lès-Semur
21207,850729.696,6729168.907,Courlon
