codgeo,x,y,libgeo
33379,451249.862,6404315.136,Saint-Brice
33380,424994.223,6470156.399,Val-de-Livenne
33381,428768.627,6411963.145,Saint-Caprais-de-Bordeaux
33382,425337.044,6455574.533,Saint-Christoly-de-Blaye
33383,399902.314,6480455.129,Saint-Christoly-Médoc
33384,453800.992,6426952.228,Saint-Christophe-des-Bardes
33385,465819.287,6447106.032,Saint-Christophe-de-Double
33386,461575.455,6431152.907,Saint-Cibard
33387,441092.131,6442737.874,Saint-Ciers-d'Abzac
33388,416647.558,6449552.198,Saint-Ciers-de-Canesse
33389,414113.339,6473139.005,Saint-Ciers-sur-Gironde
33390,458176.58,6424665.13,Sainte-Colombe
33391,447437.848,6374591.396,Saint-Côme
33392,440379.234,6394111.986,Sainte-Croix-du-Mont
33393,449144.801,6437144.119,Saint-Denis-de-Pile
33394,449848.141,6427329.245,Saint-Émilion
33395,403548.203,6468448.43,Saint-Estèphe
33396,455657.564,6424896.483,Saint-Étienne-de-Lisse
33397,425509.479,6428556.544,Sainte-Eulalie
33398,454156.27,6397492.169,Saint-Exupéry
33399,453861.082,6399690.311,Saint-Félix-de-Foncaude
33400,467269.943,6403925.878,Saint-Ferme
33401,455606.467,6417898.323,Sainte-Florence
33402,480193.399,6419618.219,Sainte-Foy-la-Grande
33403,450709.644,6395662.09,Sainte-Foy-la-Longue
33404,467875.622,6395367.406,Sainte-Gemme
33405,411867.86,6458062.639,Saint-Genès-de-Blaye
33406,458243.195,6426977.971,Saint-Genès-de-Castillon
33407,436525.08,6441885.478,Saint-Genès-de-Fronsac
33408,432704.414,6411874.734,Saint-Genès-de-Lombaud
33409,447860.516,6405140.77,Saint-Genis-du-Bois
33411,444813.332,6396850.693,Saint-Germain-de-Grave
33412,394562.389,6469239.078,Saint-Germain-d'Esteuil
33413,436655.505,6422521.992,Saint-Germain-du-Puch
33414,437326.824,6432752.926,Saint-Germain-de-la-Rivière
33415,427033.242,6441268.961,Saint-Gervais
33416,422041.276,6455876.753,Saint-Girons-d'Aiguevives
33417,391574.798,6438016.998,Sainte-Hélène
33418,462405.789,6393869.577,Saint-Hilaire-de-la-Noaille
33419,456284.545,6400606.809,Saint-Hilaire-du-Bois
33420,453514.274,6424310.144,Saint-Hippolyte
33421,452460.807,6417168.771,Saint-Jean-de-Blaignac
33422,398054.139,6417777.516,Saint-Jean-d'Illac
33423,406457.974,6457802.877,Saint-Julien-Beychevelle
33424,396544.828,6456433.643,Saint-Laurent-Médoc
33425,427168.622,6444133.676,Saint-Laurent-d'Arce
33426,452232.796,6424348.387,Saint-Laurent-des-Combes
33427,451229.676,6398378.982,Saint-Laurent-du-Bois
33428,452813.377,6396664.183,Saint-Laurent-du-Plan
33429,426155.645,6376013.013,Saint-Léger-de-Balson
33431,440857.452,6412853.587,Saint-Léon
33432,448346.983,6388871.899,Saint-Loubert
33433,429374.455,6430655.287,Saint-Loubès
33434,421470.424,6435016.811,Saint-Louis-de-Montferrand
33435,443347.061,6390175.956,Saint-Macaire
33436,409515.766,6390650.555,Saint-Magne
33437,457243.66,6422183.498,Saint-Magne-de-Castillon
33438,442344.91,6391778.666,Saint-Maixant
33439,432403.316,6452661.847,Saint-Mariens
33440,448029.129,6397726.661,Saint-Martial
33441,413766.059,6455865.537,Saint-Martin-Lacaussade
33442,445489.463,6442326.281,Saint-Martin-de-Laye
33443,458617.97,6399006.348,Saint-Martin-de-Lerm
33444,448836.216,6392526.148,Saint-Martin-de-Sescas
33445,443329.305,6440956.559,Saint-Martin-du-Bois
33446,459450.437,6401772.249,Saint-Martin-du-Puy
33447,458207.598,6439288.1,Saint-Médard-de-Guizières
33448,422135.794,6407587.879,Saint-Médard-d'Eyrans
33449,401295.844,6427621.37,Saint-Médard-en-Jalles
33450,453749.736,6359339.782,Saint-Michel-de-Castelnau
33451,439408.69,6430503.398,Saint-Michel-de-Fronsac
33452,427102.472,6397600.193,Saint-Michel-de-Rieufret
33453,468166.931,6391959.797,Saint-Michel-de-Lapujade
33454,421021.489,6399871.303,Saint-Morillon
33456,418099.527,6474173.31,Saint-Palais
33457,446772.936,6388714.813,Saint-Pardon-de-Conques
33458,417959.208,6456493.133,Saint-Paul
33459,453835.094,6422160.228,Saint-Pey-d'Armens
33460,457863.311,6417765.425,Saint-Pey-de-Castets
33461,460355.29,6428619.902,Saint-Philippe-d'Aiguille
33462,482985.527,6417645.287,Saint-Philippe-du-Seignal
33463,446582.248,6391779.916,Saint-Pierre-d'Aurillac
33464,444814.632,6401964.266,Saint-Pierre-de-Bat
33465,444830.403,6388099.604,Saint-Pierre-de-Mons
33466,440538.972,6418627.546,Saint-Quentin-de-Baron
33467,473679.313,6414763.512,Saint-Quentin-de-Caplong
33468,464682.112,6416011,Sainte-Radegonde
33470,431328.246,6434751.591,Saint-Romain-la-Virvée
33471,400355.629,6462312.192,Saint-Sauveur
33472,461016.844,6437501.68,Saint-Sauveur-de-Puynormand
33473,429733.818,6457530.539,Saint-Savin
33474,424786.715,6401105.926,Saint-Selve
33475,418185.377,6445610.721,Saint-Seurin-de-Bourg
33476,402098.706,6472921.902,Saint-Seurin-de-Cadourne
33477,415060.227,6457507.833,Saint-Seurin-de-Cursac
33478,463527.036,6439062.698,Saint-Seurin-sur-l'Isle
33479,460012.686,6394393.731,Saint-Sève
33480,448229.339,6423117.562,Saint-Sulpice-de-Faleyrens
33481,465840.488,6396680.132,Saint-Sulpice-de-Guilleragues
33482,453318.827,6402297.586,Saint-Sulpice-de-Pommiers
33483,432780.876,6428164.689,Saint-Sulpice-et-Cameyrac
33484,418334.909,6375628.814,Saint-Symphorien
33485,453386.341,6419810.715,Sainte-Terre
33486,418402.195,6449710.736,Saint-Trojan
33487,425611.993,6436515.689,Saint-Vincent-de-Paul
33488,453985.161,6415965.585,Saint-Vincent-de-Pertignas
33489,424161.337,6451184.883,Saint-Vivien-de-Blaye
33490,385431.299,6490883.345,Saint-Vivien-de-Médoc
33491,471285.434,6394980.446,Saint-Vivien-de-Monségur
33492,432459.132,6456135.782,Saint-Yzan-de-Soudiac
33493,401374.529,6476856.238,Saint-Yzans-de-Médoc
33494,396645.122,6432774.24,Salaunes
33496,431937.457,6421812.294,Sallebœuf
33498,391588.921,6390071.984,Salles
33499,463773.229,6428364.552,Les Salles-de-Castillon
33500,419035.233,6447619.067,Samonac
33501,412168.629,6401304.515,Saucats
33502,425055.582,6460047.004,Saugon
33503,384016.936,6431726.407,Saumos
33504,434579.55,6386904.383,Sauternes
33505,438001.263,6412613.536,La Sauve
33506,456339.683,6404967.781,Sauveterre-de-Guyenne
33507,446514.46,6371896.333,Sauviac
33508,452968.898,6384301.828,Savignac
33509,444712.781,6437266.549,Savignac-de-l'Isle
33510,443507.869,6395744.615,Semens
33511,453776.258,6374593.132,Sendets
33512,458763.143,6377514.837,Sigalens
33513,456348.018,6368105.215,Sillas
33514,379161.75,6496548.262,Soulac-sur-Mer
33515,439533.917,6405109.008,Soulignac
33516,463435.978,6408507.9,Soussac
33517,409021.116,6446512.017,Soussans
33518,429987.31,6408584.447,Tabanac
33519,409549.938,6430357.793,Le Taillan-Médoc
33520,474666.396,6398738.571,Taillecavat
33521,382696.207,6494462.995,Talais
33522,416151.313,6418299.343,Talence
33523,441357.506,6409266.605,Targon
33524,435541.584,6436410.845,Tarnès
33525,424092.445,6445412.437,Tauriac
33526,461681.03,6433570.169,Tayac
33527,380615.134,6394651.903,Le Teich
33528,387385.626,6426101.525,Le Temple
33529,368552.714,6392899.253,La Teste-de-Buch
33530,421083.409,6450444.816,Teuillac
33531,443694.253,6419234.895,Tizac-de-Curton
33532,439209.295,6446691.017,Tizac-de-Lapouyade
33533,440068.563,6390355.896,Toulenne
33534,431099.238,6407890.891,Le Tourne
33535,425861.528,6421884.591,Tresses
33536,413654.421,6378789.991,Le Tuzan
33537,435466.497,6375992.857,Uzeste
33538,394862.417,6484341.647,Valeyrac
33539,437413.089,6426841.267,Vayres
33540,378996.211,6479478.226,Vendays-Montalivet
33541,381346.54,6485978.791,Vensac
33542,437198.01,6438313.236,Vérac
33543,442245.794,6393417.257,Verdelais
33544,381695.39,6501430.218,Le Verdon-sur-Mer
33545,398444.67,6469003,Vertheuil
33546,451239.052,6421675.508,Vignonet
33547,431056.317,6378072.592,Villandraut
33548,438927.103,6435833.519,Villegouge
33549,435464.056,6404572.31,Villenave-de-Rions
33550,418564.476,6414582.557,Villenave-d'Ornon
33551,413660.934,6449018.546,Villeneuve
33552,430844.661,6400603.953,Virelade
33553,429492.222,6442175.856,Virsac
33554,426334.333,6426083.063,Yvrac
33555,394603.084,6407855.566,Marcheprime
34001,724267.113,6262076.61,Abeilhan
34002,734467.656,6270753.605,Adissan
34003,739332.065,6245708.037,Agde
34004,688122.45,6249854.158,Agel
34005,758450.345,6311583.346,Agonès
34006,683190.815,6247458.067,Aigne
34007,685823.814,6249902.233,Aigues-Vives
34008,705760.508,6274504.037,Les Aires
34009,727472.42,6263371.226,Alignan-du-Vent
34010,747735.924,6287337.079,Aniane
34011,738252.668,6291438.674,Arboras
34012,754374.365,6291959.53,Argelliers
34013,736279.029,6274353.409,Aspiran
34014,772429.263,6290537.963,Assas
34015,690828.412,6255676.021,Assignan
34016,749851.826,6275583.401,Aumelas
34017,737987.042,6262946.091,Aumes
34018,713546.171,6266806.853,Autignac
34019,708433.45,6294421.312,Avène
34020,679374.119,6247179.999,Azillanet
34021,691319.066,6259880.089,Babeau-Bouldoux
34022,781547.735,6284903.443,Baillargues
34023,755971.691,6261132.723,Balaruc-les-Bains
34024,756433.369,6263245.288,Balaruc-le-Vieux
34025,720707.91,6256660.655,Bassan
34026,681186.629,6245025.837,Beaufort
34027,782340.666,6292886.92,Beaulieu
34028,713431.397,6279307.104,Bédarieux
34029,740306.477,6272892.201,Bélarga
34030,695926.772,6266640.694,Berlou
34031,733735.946,6250998.278,Bessan
34032,718719.133,6249848.674,Béziers
34033,786688.787,6295384.18,Boisseron
34034,674920.383,6255870.475,Boisset
34035,751974.869,6284101.777,La Boissière
34036,731234.775,6288616.262,Le Bosc
34037,721348.529,6253432.198,Boujan-sur-Libron
34038,712152.567,6289379.298,Le Bousquet-d'Orb
34039,753273.474,6260892.882,Bouzigues
34040,720450.479,6282401.922,Brenas
34041,737965.205,6280492.357,Brignac
34042,756721.927,6307876.381,Brissac
34043,780105.968,6297527.144,Buzignargues
34044,709881.768,6270642.846,Cabrerolles
34045,728105.75,6275546.313,Cabrières
34046,691160.529,6280702.943,Cambon-et-Salvergues
34047,739878.253,6271396.764,Campagnan
34048,783268.424,6299105.732,Campagne
34049,709019.38,6287776.394,Camplong
34050,785916.012,6280459.098,Candillargues
34051,739027.701,6277825.406,Canet
34052,703889.564,6246983.131,Capestang
34053,717755.162,6281186.982,Carlencas-et-Levas
34054,667739.403,6255395.488,Cassagnoles
34055,696314.721,6286053.824,Castanet-le-Haut
34056,738132.241,6259736.22,Castelnau-de-Guers
34057,773637.444,6282514.986,Castelnau-le-Lez
34058,779021.964,6288224.349,Castries
34059,682726.76,6252069.413,La Caunette
34060,750662.893,6299543.917,Causse-de-la-Selle
34061,707387.102,6263244.044,Causses-et-Veyran
34062,712617.025,6272229.159,Caussiniojouls
34063,729705.725,6267396.078,Caux
34064,725048.011,6308116.638,Le Caylar
34065,702358.478,6258263.328,Cazedarnes
34066,763937.007,6296421.671,Cazevieille
34067,755502.181,6313401.219,Cazilhac
34068,736931.096,6267140.699,Cazouls-d'Hérault
34069,708062.587,6255418.149,Cazouls-lès-Béziers
34070,699078.494,6256262.803,Cébazan
34071,707348.297,6301186.74,Ceilhes-et-Rocozels
34072,729128.68,6285335.201,Celles
34073,725739.732,6247918.548,Cers
34074,703294.758,6261719.178,Cessenon-sur-Orb
34075,675958.266,6248113.554,Cesseras
34076,737301.133,6283479.721,Ceyras
34077,771513.301,6285181.762,Clapiers
34078,770493.293,6306854.095,Claret
34079,733329.447,6281749.215,Clermont-l'Hérault
34080,700916.637,6276257.442,Colombières-sur-Orb
34081,711691.99,6246294.12,Colombiers
34082,762851.253,6286230.481,Combaillaux
34083,703886.045,6278150.94,Combes
34084,715967.862,6255861.023,Corneilhan
34085,722252.304,6261338.723,Coulobres
34086,675224.747,6265601.639,Courniou
34087,756840.952,6271412.33,Cournonsec
34088,757110.59,6274756.763,Cournonterral
34089,700071.33,6253075.472,Creissan
34090,775581.863,6284184.153,Le Crès
34091,729187.784,6309119.731,Le Cros
34092,694683.438,6250332.583,Cruzy
34093,717836.822,6285551.363,Dio-et-Valquières
34094,720891.576,6259883.616,Espondeilhan
34095,762375.486,6270837.374,Fabrègues
34096,714820.813,6274465.825,Faugères
34097,666100.164,6250665.076,Félines-Minervois
34098,671000.979,6257895.524,Ferrals-les-Montagnes
34099,764326.139,6307927.501,Ferrières-les-Verreries
34100,692165.873,6264909.182,Ferrières-Poussarou
34101,737600.601,6254219.276,Florensac
34102,774005.381,6299931.198,Fontanès
34103,731595.331,6271564.271,Fontès
34104,719533.456,6274364.424,Fos
34105,719249.732,6267372.034,Fouzilhon
34106,728673.018,6294699.625,Fozières
34107,683614.866,6277082.341,Fraisse-sur-Agout
34108,760682.448,6261289.922,Frontignan
34109,721370.253,6268888.969,Gabian
34110,781174.242,6298655.142,Galargues
34111,756612.608,6316525.519,Ganges
34112,781323.701,6300439.679,Garrigues
34113,758552.776,6266401.138,Gigean
34114,746300.885,6282441.226,Gignac
34115,750158.272,6309656.083,Gorniès
34116,764082.878,6283822.703,Grabels
34117,706885.537,6287460.554,Graissessac
34118,774472.885,6292605.799,Guzargues
34119,709519.977,6276998.804,Hérépian
34120,773597.622,6285344.896,Jacou
34121,714767.759,6296313.678,Joncels
34122,738642.656,6286210.141,Jonquières
34123,764282.554,6280920.698,Juvignac
34124,734191.873,6284318.984,Lacoste
34125,742915.668,6286349.214,Lagamas
34126,706796.701,6277515.078,Lamalou-les-Bains
34127,787396.596,6282588.586,Lansargues
34128,758948.996,6314351.879,Laroque
34129,772943.315,6274249.444,Lattes
34130,716170.866,6269278.982,Laurens
34131,770863.795,6303945.049,Lauret
34132,722350.979,6299191.559,Lauroux
34133,721855.387,6288165.471,Lavalette
34134,764788.64,6276541.882,Lavérune
34135,713806.02,6241593.451,Lespignan
34136,735515.937,6266023.055,Lézignan-la-Cèbe
34137,729086.894,6282427.952,Liausson
34138,733054.793,6277069.18,Lieuran-Cabrières
34139,718748.113,6257050.722,Lieuran-lès-Béziers
34140,714019.482,6253776.96,Lignan-sur-Orb
34141,670202.22,6248765.991,La Livinière
34142,724607.713,6292457.068,Lodève
34143,750688.04,6261465.839,Loupian
34144,716650.039,6289989.6,Lunas
34145,791621.39,6287653.751,Lunel
34146,787424.074,6287703.184,Lunel-Viel
34147,717569.787,6264676.87,Magalas
34148,712502.309,6252379.051,Maraussan
34149,724627.856,6265313.014,Margon
34150,744387.045,6251402.929,Marseillan
34151,792676.39,6281474.231,Marsillargues
34152,762271.42,6299047.795,Mas-de-Londres
34153,764996.238,6292431.925,Les Matelles
34154,781147.2,6277624.002,Mauguio
34155,708302.107,6250272.392,Maureilhan
34156,722584.862,6281862.853,Mérifons
34157,746848.359,6259070.713,Mèze
34158,677395.07,6251606.93,Minerve
34159,764941.737,6268971.064,Mireval
34160,696993.91,6274501.39,Mons
34161,709243.172,6247707.043,Montady
34162,741279.868,6264102.183,Montagnac
34163,756469.642,6283354.887,Montarnaud
34164,777316.187,6294786.485,Montaud
34165,754316.401,6270632.153,Montbazin
34166,729036.377,6252458.829,Montblanc
34167,702087.146,6243438.336,Montels
34168,721930.981,6273779.37,Montesquieu
34169,769613.466,6285975.438,Montferrier-sur-Lez
34170,692379.919,6248476.541,Montouliers
34171,764427.102,6313628.203,Montoulieu
34172,770191.901,6279729.705,Montpellier
34173,740515.073,6290340.175,Montpeyroux
34174,760688.282,6317008.822,Moulès-et-Baucels
34175,728361.897,6279748.205,Mourèze
34176,783608.718,6282910.872,Mudaison
34177,761092.415,6289519.708,Murles
34178,710965.013,6262120.107,Murviel-lès-Béziers
34179,759698.838,6279168.927,Murviel-lès-Montpellier
34180,735325.487,6277928.266,Nébian
34181,726949.889,6271262.576,Neffiès
34182,732736.471,6258102.165,Nézignan-l'Évêque
34183,709139.288,6242449.233,Nissan-lez-Enserune
34184,733836.795,6268380.633,Nizas
34185,760863.494,6303987.035,Notre-Dame-de-Londres
34186,723839.452,6284346.96,Octon
34187,693342.146,6271340.933,Olargues
34188,724050.088,6289983.034,Olmet-et-Villecun
34189,678591.653,6242526.559,Olonzac
34190,681745.041,6243273.727,Oupia
34191,714984.504,6259831.422,Pailhès
34192,774897.44,6270934.398,Palavas-les-Flots
34193,686832.606,6260664.516,Pardailhan
34194,737085.638,6271115.421,Paulhan
34195,746330.768,6300868.155,Pégairolles-de-Buèges
34196,726904.949,6301563.447,Pégairolles-de-l'Escalette
34197,732172.518,6275194.459,Péret
34198,776972.417,6274067.916,Pérols
34199,733651.274,6262801.975,Pézenas
34200,719753.49,6277765.604,Pézènes-les-Mines
34201,696996.133,6260264.555,Pierrerue
34202,760555.14,6276592.591,Pignan
34203,741550.503,6256818.067,Pinet
34204,742718.053,6273425.272,Plaissan
34205,721447.227,6295262.251,Les Plans
34206,707235.781,6245050.385,Poilhes
34207,741713.873,6255392.89,Pomérols
34208,743092.228,6280726.986,Popian
34209,728282.268,6244797.764,Portiragnes
34210,741769.84,6277226.857,Le Pouget
34211,704474.926,6275978.53,Le Poujol-sur-Orb
34212,725610.839,6297135.856,Poujols
34213,753444.016,6266343.154,Poussan
34214,722137.936,6264526.394,Pouzolles
34215,741076.878,6280344.218,Pouzols
34216,707695.681,6281631.842,Le Pradal
34217,769734.452,6290272.001,Prades-le-Lez
34218,698102.563,6262145.04,Prades-sur-Vernazobre
34219,685654.957,6271158.302,Prémian
34220,726248.703,6287171.725,Le Puech
34221,748835.003,6291946.533,Puéchabon
34222,740799.819,6274308.78,Puilacher
34223,716887.525,6259834.408,Puimisson
34224,719222.348,6261663.934,Puissalicon
34225,703778.213,6253094.108,Puisserguier
34226,698436.729,6250215.374,Quarante
34227,783912.21,6292186.175,Restinclières
34228,678270.259,6258117.283,Rieussec
34229,683649.028,6266965.422,Riols
34230,721195.48,6306383.557,Les Rives
34231,719137.451,6302132.818,Romiguières
34232,700894.957,6267397.353,Roquebrun
34233,716720.324,6299692.96,Roqueredonde
34234,718308.878,6272388.925,Roquessels
34235,699339.167,6280974.773,Rosis
34236,765684.732,6303299.526,Rouet
34237,725056.989,6267953.634,Roujan
34238,752218.039,6306320.795,Saint-André-de-Buèges
34239,740630.609,6283649.136,Saint-André-de-Sangonis
34240,778032.533,6282268.101,Saint-Aunès
34241,745108.385,6279225.229,Saint-Bauzille-de-la-Sylve
34242,776526.743,6297922.934,Saint-Bauzille-de-Montmel
34243,761018.186,6311577.141,Saint-Bauzille-de-Putois
34244,783755.893,6285884.748,Saint-Brès
34245,694492.324,6258025.528,Saint-Chinian
34246,786978.857,6291636.886,Entre-Vignes
34247,767973.729,6287893.68,Saint-Clément-de-Rivière
34248,773366.01,6296945.42,Sainte-Croix-de-Quintillargues
34249,778776.146,6292679.095,Saint-Drézéry
34250,689145.572,6269983.203,Saint-Étienne-d'Albagnan
34251,730950.967,6298396.201,Saint-Étienne-de-Gourgas
34252,708393.52,6284592.632,Saint-Étienne-Estréchoux
34253,725246.801,6304448.799,Saint-Félix-de-l'Héras
34254,737856.775,6284801.915,Saint-Félix-de-Lodez
34255,765327.521,6288109.518,Saint-Gély-du-Fesc
34256,783663.406,6289253.948,Saint-Geniès-des-Mourgues
34257,700212.811,6287626.806,Saint-Geniès-de-Varensal
34258,714170.697,6263389.583,Saint-Geniès-de-Fontedit
34259,762508.518,6280043.911,Saint-Georges-d'Orques
34260,703973.494,6285325.693,Saint-Gervais-sur-Mare
34261,743907.021,6295445.642,Saint-Guilhem-le-Désert
34262,736389.919,6286714.144,Saint-Guiraud
34263,782148.312,6295442.384,Saint-Hilaire-de-Beauvoir
34264,748655.515,6304088.772,Saint-Jean-de-Buèges
34265,780803.177,6294504.607,Saint-Jean-de-Cornies
34266,767131.565,6295130.875,Saint-Jean-de-Cuculles
34267,744072.217,6288447.917,Saint-Jean-de-Fos
34268,734684.453,6290207.475,Saint-Jean-de-la-Blaquière
34269,685236.109,6255679.283,Saint-Jean-de-Minervois
34270,767215.587,6275089.551,Saint-Jean-de-Védas
34271,692063.007,6276213.551,Saint-Julien
34272,789697.383,6284735.396,Saint-Just
34273,698773.563,6275695.244,Saint-Martin-de-l'Arçon
34274,756983.419,6299509.908,Saint-Martin-de-Londres
34276,770047.203,6297102.571,Saint-Mathieu-de-Tréviers
34277,740735.108,6305223.098,Saint-Maurice-Navacelles
34278,732696.406,6304711.735,Saint-Michel
34279,706471.692,6268739.147,Saint-Nazaire-de-Ladarez
34280,790190.936,6282442.442,Saint-Nazaire-de-Pézan
34281,743943.972,6270428.008,Saint-Pargoire
34282,754811.045,6279735.874,Saint-Paul-et-Valmalle
34283,733977.836,6299516.235,Saint-Pierre-de-la-Fage
34284,679657.165,6264416.668,Saint-Pons-de-Thomières
34285,741501.036,6267975.089,Saint-Pons-de-Mauchiens
34286,734823.591,6294732.896,Saint-Privat
34287,737574.509,6289337.935,Saint-Saturnin-de-Lucian
34288,789055.725,6293567.797,Saint-Sériès
34289,732442.381,6254867.925,Saint-Thibéry
34290,770641.913,6290596.797,Saint-Vincent-de-Barbeyrargues
34291,689733.066,6273461.036,Saint-Vincent-d'Olargues
34292,725260.274,6280382.897,Salasc
34293,674737.829,6278153.584,La Salvetat-sur-Agout
34294,790080.127,6291218.327,Saturargues
34295,763016.747,6274700.12,Saussan
34296,784613.348,6296146.987,Saussines
34297,773866.064,6303915.837,Sauteyrargues
34298,720617.948,6243603.029,Sauvian
34299,724128.875,6241604.913,Sérignan
34300,724843.047,6257296.028,Servian
34301,752406.989,6254951.834,Sète
34302,672662.602,6247938.956,Siran
34303,732664.733,6310321.084,Sorbs
34304,728313.363,6297904.753,Soubès
34305,674894.867,6271622.315,Le Soulié
34306,728216.571,6291916.34,Soumont
34307,780097.524,6290576.933,Sussargues
34308,706191.671,6281542.776,Taussac-la-Billière
34309,774956.059,6287713.44,Teyran
34310,712768.156,6257155.121,Thézan-lès-Béziers
34311,730218.358,6260516.844,Tourbes
34312,712186.877,6284100.71,La Tour-sur-Orb
34313,739354.18,6274960.827,Tressan
34314,769121.547,6293518.738,Le Triadou
34315,737830.221,6269307.473,Usclas-d'Hérault
34316,732188.86,6292210.526,Usclas-du-Bosc
34317,738704.026,6299556.186,La Vacquerie-et-Saint-Martin-de-Castries
34318,776465.721,6303837.281,Vacquières
34319,724200.854,6272810.438,Vailhan
34320,758769.204,6285244.423,Vailhauquès
34321,785471.933,6286463.779,Valergues
34322,769393.95,6300692.018,Valflaunès
34323,724278.925,6277906.603,Valmascle
34324,723552.789,6238747.225,Valras-Plage
34325,729291.276,6257863.37,Valros
34326,679280.382,6254583.068,Vélieux
34327,777703.898,6285101.261,Vendargues
34328,745468.137,6275684.013,Vendémian
34329,718460.757,6239917.231,Vendres
34331,673991.336,6261196.101,Verreries-de-Moussans
34332,732409.672,6246079.035,Vias
34333,765090.162,6265552.482,Vic-la-Gardiole
34334,700035.951,6271204.284,Vieussan
34335,709818.367,6280024.241,Villemagne-l'Argentière
34336,723553.034,6246488.98,Villeneuve-lès-Béziers
34337,769417.948,6270008.243,Villeneuve-lès-Maguelone
34338,732421.115,6279146.816,Villeneuvette
34339,692863.259,6253705.363,Villespassans
34340,791617.958,6292355.941,Villetelle
34341,748003.842,6267017.855,Villeveyrac
34342,759612.641,6294210.979,Viols-en-Laval
34343,755733.351,6293334.818,Viols-le-Fort
34344,786971.147,6275029.006,La Grande-Motte
35001,364099.729,6792542.739,Acigné
35002,364904.847,6776123.949,Amanlis
35003,359360.709,6809632.253,Andouillé-Neuville
35004,370119.063,6824869.701,Val-Couesnon
35005,379387.849,6767249.901,Arbrissel
35006,391754.369,6780065.139,Argentré-du-Plessis
35007,356765.414,6809942.323,Aubigné
35008,387758.738,6770249.689,Availles-sur-Seiche
35009,347737.994,6833372.261,Baguer-Morvan
35010,353978.82,6838025.712,Baguer-Pican
35012,350349.486,6758123.871,Bain-de-Bretagne
35013,319659.882,6746869.219,Bains-sur-Oust
35014,379136.698,6776631.448,Bais
35015,389236.908,6794635.519,Balazé
35016,332573.348,6777520.123,Baulon
35017,337222.823,6812595.319,La Baussaine
35018,396188.805,6823861.099,La Bazouge-du-Désert
35019,362677.624,6825351.727,Bazouges-la-Pérouse
35021,392214.682,6813306.292,Beaucé
35022,333663.377,6811005.995,Bécherel
35023,332348.631,6798930.302,Bédée
35024,354850.192,6796950.003,Betton
35025,384867.795,6807779.531,Billé
35026,319556.292,6791805.35,Bléruais
35027,322342.807,6797322.156,Boisgervilly
35028,372044.171,6773061.359,Boistrudan
35029,348246.724,6829615.903,Bonnemain
35030,357129.294,6761928.431,La Bosse-de-Bretagne
35031,370336.151,6795289.844,La Bouëxière
35032,355401.859,6775457.039,Bourgbarré
35033,347479.863,6768437.054,Bourg-des-Comptes
35034,356857.682,6834163.674,La Boussac
35035,330025.685,6773437.982,Bovel
35037,337679.966,6782768.094,Bréal-sous-Montfort
35038,397808.074,6784660.413,Bréal-sous-Vitré
35039,366010.484,6788388.926,Brécé
35040,334933.285,6793325.283,Breteil
35041,360511.571,6771011.789,Brie
35042,394554.274,6775870.865,Brielles
35044,355668.875,6829615.76,Broualan
35045,325582.351,6757878.299,Bruc-sur-Aff
35046,322374.177,6766550.275,Les Brulais
35047,346231.793,6780117.745,Bruz
35049,342049.093,6853519.528,Cancale
35050,337216.062,6809497.165,Cardroc
35051,358133.369,6789983.067,Cesson-Sévigné
35052,380205.924,6790736.867,Champeaux
35054,354936.859,6771630.986,Chanteloup
35055,357407.349,6785753.915,Chantepie
35056,343465.714,6819938.778,La Chapelle-aux-Filtzméens
35057,332685.359,6771123.871,La Chapelle-Bouëxic
35058,339246.674,6807358.182,La Chapelle-Chaussée
35059,347783.331,6796901.726,La Chapelle-des-Fougeretz
35060,329361.287,6802336.225,La Chapelle du Lou du Lac
35061,395915.006,6790088.483,La Chapelle-Erbrée
35062,397366.77,6811698.928,La Chapelle-Janson
35063,380283.941,6809807.497,La Chapelle-Saint-Aubert
35064,330153.953,6744631.763,La Chapelle-de-Brain
35065,338765.835,6791633.432,La Chapelle-Thouarault
35066,349514.35,6782034.521,Chartres-de-Bretagne
35067,360755.278,6802578.045,Chasné-sur-Illet
35068,372480.477,6789091.113,Châteaubourg
35069,366778.795,6781497.953,Châteaugiron
35070,336540.995,6839951.975,Châteauneuf-d'Ille-et-Vilaine
35071,386073.371,6822378.229,Le Châtellier
35072,390876.787,6800224.423,Châtillon-en-Vendelais
35075,370451.081,6817753.696,Chauvigné
35076,343600.401,6783661.032,Chavagne
35077,382802.961,6759043.54,Chelun
35078,352526.099,6843139.575,Cherrueix
35079,355860.61,6801665.622,Chevaigné
35080,336523.13,6789952.717,Cintré
35081,339477.478,6797626.654,Clayes
35082,369992.321,6761662.425,Coësmes
35084,319831.794,6764751.552,Comblessac
35085,349051.858,6822571.642,Combourg
35086,383708.966,6804770.281,Combourtillé
35087,379006.999,6784481.673,Cornillé
35088,359264.763,6774525.676,Corps-Nuds
35089,363824.047,6764421.488,La Couyère
35090,352464.478,6769127.439,Crevin
35091,317609.518,6802375.593,Le Crouais
35092,355832.049,6825724.567,Cuguen
35093,327146.298,6848018.913,Dinard
35094,351237.831,6815587.862,Dingé
35095,350157.78,6836750.431,Dol-de-Bretagne
35096,371961.076,6783271.059,Domagné
35097,383966.844,6775022.426,Domalain
35098,350089.019,6750710.545,La Dominelais
35099,361796.343,6783933.415,Domloup
